Breed,Gender,Age_time_of_death,Height,Weight,Likes,Skills
Dachshund,Male,12.3,9.06,24.81,likes_dogs_better_than_people,barks_like_hell
Barbet,Female,13.1,22.14,48.92,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Male,12.8,22.24,55.25,likes_everybody,barks_like_hell
Rhodesian Ridgeback,Female,11.4,25.57,70.0,likes_people_better_than_dogs,no_special_skills
Border Collie,Female,13.2,20.74,45.06,likes_people_better_than_dogs,high_trainability
Tibetan Mastiff,Female,11.1,25.86,106.34,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Female,12.2,15.01,22.88,likes_everybody,no_special_skills
Plott Hound,Male,12.8,22.46,57.07,likes_nobody,no_special_skills
Basset Hound,Female,12.6,13.26,51.71,likes_dogs_better_than_people,no_special_skills
Plott Hound,Male,12.8,22.67,52.97,likes_nobody,no_special_skills
Siberian Husky,Male,12.9,22.25,50.34,likes_everybody,barks_like_hell
Golden Retriever,Female,10.6,23.21,60.62,likes_everybody,high_trainability
Siberian Husky,Female,12.8,21.87,45.83,likes_everybody,barks_like_hell
Pug,Female,13.9,11.48,15.72,likes_people_better_than_dogs,no_special_skills
Greyhound,Male,12.7,29.02,68.3,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Female,13.1,21.29,47.09,likes_people_better_than_dogs,high_trainability
American Bulldog,Female,10.8,21.99,70.3,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,9.9,26.22,94.03,likes_dogs_better_than_people,no_special_skills
Beagle,Male,12.2,14.94,17.34,likes_dogs_better_than_people,no_special_skills
Barbet,Female,13.2,22.62,57.26,likes_dogs_better_than_people,no_special_skills
Plott Hound,Male,13.6,22.45,55.29,likes_nobody,no_special_skills
Rhodesian Ridgeback,Male,11.1,26.31,85.0,likes_people_better_than_dogs,no_special_skills
Chihuahua,Female,14.8,6.21,5.14,likes_dogs_better_than_people,barks_like_hell
Boxer,Female,11.2,24.02,56.62,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Male,10.4,23.54,73.49,likes_everybody,high_trainability
French Bulldog,Female,10.6,12.16,21.96,likes_people_better_than_dogs,no_special_skills
Dachshund,Female,13.7,8.45,19.79,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Male,10.5,25.78,97.13,likes_dogs_better_than_people,barks_like_hell
Chihuahua,Male,14.9,7.15,5.31,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Male,10.9,25.6,99.08,likes_dogs_better_than_people,barks_like_hell
Cane Corso,Female,10.2,25.78,97.88,likes_dogs_better_than_people,no_special_skills
Boxer,Female,11.7,24.06,57.25,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Male,12.3,14.82,26.57,likes_everybody,no_special_skills
Bloodhound,Female,10.6,26.32,91.62,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Female,10.4,27.03,102.36,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,11.0,29.38,116.43,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Female,13.6,22.46,47.48,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,12.0,16.05,15.31,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,10.7,26.62,66.46,likes_people_better_than_dogs,high_trainability
Boxer,Female,11.2,23.65,58.33,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Female,11.7,15.66,18.9,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,11.1,26.7,61.4,likes_people_better_than_dogs,high_trainability
Cane Corso,Male,10.3,26.43,106.41,likes_dogs_better_than_people,no_special_skills
Beagle,Female,11.1,13.83,26.71,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,10.5,26.13,70.0,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,11.3,27.3,86.93,likes_people_better_than_dogs,high_trainability
Tibetan Mastiff,Female,10.9,25.63,96.57,likes_dogs_better_than_people,no_special_skills
Barbet,Male,13.0,21.28,46.94,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,13.6,20.75,45.0,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,12.3,16.07,16.84,likes_people_better_than_dogs,no_special_skills
Belgian Malinois,Female,14.7,24.55,46.2,likes_dogs_better_than_people,high_trainability
Boston Terrier,Male,12.4,16.35,16.15,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Female,11.2,26.24,106.37,likes_dogs_better_than_people,no_special_skills
Chihuahua,Female,14.9,6.66,5.22,likes_dogs_better_than_people,barks_like_hell
Dachshund,Female,13.8,8.35,23.63,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Male,11.3,14.71,26.92,likes_everybody,no_special_skills
Border Collie,Male,13.9,20.88,37.01,likes_people_better_than_dogs,high_trainability
Dachshund,Female,13.8,8.16,23.8,likes_dogs_better_than_people,barks_like_hell
Plott Hound,Female,13.1,22.85,44.55,likes_nobody,no_special_skills
Siberian Husky,Male,12.6,22.26,51.22,likes_everybody,barks_like_hell
Bloodhound,Male,10.8,26.01,103.92,likes_dogs_better_than_people,barks_like_hell
Plott Hound,Male,12.8,23.0,56.23,likes_nobody,no_special_skills
Greyhound,Female,11.6,29.84,62.65,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,10.7,23.54,61.58,likes_everybody,high_trainability
Great Dane,Female,9.3,31.07,130.38,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,11.1,26.1,70.0,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Male,11.2,23.54,68.88,likes_everybody,high_trainability
Bloodhound,Male,11.0,25.84,98.17,likes_dogs_better_than_people,barks_like_hell
Australian Shepherd,Female,13.3,21.77,41.51,likes_people_better_than_dogs,high_trainability
Siberian Husky,Female,13.2,22.42,41.57,likes_everybody,barks_like_hell
Border Collie,Female,13.3,20.1,45.27,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Male,11.4,23.3,75.27,likes_everybody,high_trainability
Boxer,Female,11.1,23.93,57.29,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.4,14.4,49.53,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Female,13.3,22.67,46.66,likes_people_better_than_dogs,high_trainability
Boxer,Male,10.7,24.82,75.14,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.6,14.11,48.51,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Male,11.7,23.47,73.35,likes_everybody,high_trainability
Belgian Malinois,Male,14.9,24.76,69.64,likes_dogs_better_than_people,high_trainability
Belgian Malinois,Male,14.7,25.42,69.8,likes_dogs_better_than_people,high_trainability
Boxer,Male,11.0,24.1,69.31,likes_people_better_than_dogs,no_special_skills
Barbet,Female,12.8,22.22,57.74,likes_dogs_better_than_people,no_special_skills
Greyhound,Female,11.8,28.92,61.94,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Female,11.2,14.85,22.34,likes_everybody,no_special_skills
Australian Shepherd,Female,14.4,22.32,50.28,likes_people_better_than_dogs,high_trainability
Chihuahua,Female,15.1,6.33,4.98,likes_dogs_better_than_people,barks_like_hell
Boston Terrier,Male,12.4,16.43,17.15,likes_people_better_than_dogs,no_special_skills
Siberian Husky,Male,12.5,22.6,51.81,likes_everybody,barks_like_hell
Boxer,Male,11.2,24.19,76.27,likes_people_better_than_dogs,no_special_skills
Bloodhound,Female,11.7,25.89,95.83,likes_dogs_better_than_people,barks_like_hell
Giant Schnauzer,Male,13.8,26.23,78.64,likes_dogs_better_than_people,high_trainability
Great Dane,Male,8.5,31.33,162.48,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,13.3,8.47,23.95,likes_dogs_better_than_people,barks_like_hell
Great Dane,Female,7.8,30.78,129.18,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Male,12.8,21.89,53.82,likes_everybody,barks_like_hell
Golden Retriever,Male,11.0,23.33,68.66,likes_everybody,high_trainability
Border Collie,Female,13.4,19.76,41.28,likes_people_better_than_dogs,high_trainability
Border Collie,Male,13.2,20.46,42.08,likes_people_better_than_dogs,high_trainability
Doberman Pinscher,Male,10.4,27.26,86.38,likes_people_better_than_dogs,high_trainability
Greyhound,Male,12.2,29.27,66.91,likes_dogs_better_than_people,no_special_skills
Border Collie,Female,13.3,19.85,49.98,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Female,10.7,23.88,59.48,likes_everybody,high_trainability
Rhodesian Ridgeback,Male,11.0,26.48,85.0,likes_people_better_than_dogs,no_special_skills
Pug,Female,13.8,11.36,15.47,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Female,11.1,25.2,98.2,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Male,10.2,14.93,27.71,likes_everybody,no_special_skills
Bloodhound,Female,10.5,26.1,88.24,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Male,12.6,12.99,53.07,likes_dogs_better_than_people,no_special_skills
French Bulldog,Male,11.6,12.15,25.38,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Male,10.5,23.19,71.32,likes_everybody,high_trainability
Rottweiler,Male,9.4,25.24,114.72,likes_dogs_better_than_people,high_trainability
Great Dane,Female,8.6,31.04,128.43,likes_dogs_better_than_people,no_special_skills
Beagle,Female,12.6,13.94,25.41,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,10.6,23.2,68.24,likes_everybody,high_trainability
Border Collie,Male,14.0,20.05,36.47,likes_people_better_than_dogs,high_trainability
Basset Hound,Male,12.2,13.14,52.68,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Female,13.0,22.01,40.75,likes_everybody,barks_like_hell
Barbet,Female,12.9,20.27,49.71,likes_dogs_better_than_people,no_special_skills
Boxer,Female,10.6,24.04,56.72,likes_people_better_than_dogs,no_special_skills
Bloodhound,Male,11.0,26.14,92.52,likes_dogs_better_than_people,barks_like_hell
Labrador Retriever,Female,11.2,23.76,64.25,likes_everybody,high_trainability
Pug,Male,14.3,11.31,15.71,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Male,10.8,28.11,115.18,likes_dogs_better_than_people,no_special_skills
Greyhound,Male,11.4,28.7,66.08,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,10.8,27.07,99.92,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Male,12.1,16.39,22.95,likes_people_better_than_dogs,no_special_skills
Plott Hound,Female,13.1,23.58,48.1,likes_nobody,no_special_skills
Cane Corso,Female,10.2,26.26,92.99,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,11.7,25.64,70.0,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,11.4,27.13,84.27,likes_people_better_than_dogs,high_trainability
Pug,Male,13.8,11.23,14.92,likes_people_better_than_dogs,no_special_skills
Dachshund,Female,14.5,8.79,23.34,likes_dogs_better_than_people,barks_like_hell
Doberman Pinscher,Female,11.6,26.85,65.26,likes_people_better_than_dogs,high_trainability
Belgian Malinois,Male,15.1,24.46,72.84,likes_dogs_better_than_people,high_trainability
Cane Corso,Female,9.6,27.23,95.38,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,11.2,26.47,77.53,likes_people_better_than_dogs,high_trainability
Chihuahua,Female,15.3,6.5,4.86,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Male,12.2,12.98,56.38,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,10.8,26.73,96.0,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,14.0,20.25,47.31,likes_people_better_than_dogs,high_trainability
French Bulldog,Female,11.2,11.96,23.96,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Female,11.1,26.03,84.66,likes_dogs_better_than_people,no_special_skills
Bloodhound,Female,12.1,26.05,93.37,likes_dogs_better_than_people,barks_like_hell
Boston Terrier,Female,12.2,15.37,21.55,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Male,11.3,23.49,70.71,likes_everybody,high_trainability
Giant Schnauzer,Male,13.1,26.18,74.3,likes_dogs_better_than_people,high_trainability
Plott Hound,Male,13.0,23.4,51.24,likes_nobody,no_special_skills
Golden Retriever,Male,11.3,23.55,71.7,likes_everybody,high_trainability
Rottweiler,Female,9.7,25.22,89.13,likes_dogs_better_than_people,high_trainability
Giant Schnauzer,Female,13.8,26.91,65.87,likes_dogs_better_than_people,high_trainability
Chihuahua,Female,14.5,6.67,4.2,likes_dogs_better_than_people,barks_like_hell
Cane Corso,Female,11.2,26.92,92.26,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,11.2,26.15,105.01,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,13.5,26.26,76.47,likes_dogs_better_than_people,high_trainability
Great Dane,Female,8.5,30.98,127.96,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Female,13.6,21.35,48.08,likes_people_better_than_dogs,high_trainability
French Bulldog,Male,10.8,12.29,24.41,likes_people_better_than_dogs,no_special_skills
Belgian Malinois,Female,14.5,25.28,46.07,likes_dogs_better_than_people,high_trainability
Labrador Retriever,Female,10.9,23.52,59.15,likes_everybody,high_trainability
Siberian Husky,Female,13.3,21.69,40.09,likes_everybody,barks_like_hell
Basset Hound,Male,12.6,14.06,58.36,likes_dogs_better_than_people,no_special_skills
Basset Hound,Male,12.5,12.75,52.12,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.4,12.07,21.63,likes_people_better_than_dogs,no_special_skills
American Bulldog,Male,10.6,24.84,77.31,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,10.4,28.26,106.81,likes_dogs_better_than_people,no_special_skills
Greyhound,Female,11.5,28.72,62.09,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,13.5,22.37,46.49,likes_nobody,no_special_skills
American Bulldog,Female,11.4,21.22,65.71,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,10.5,26.76,103.37,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Female,11.8,16.23,13.97,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Male,10.5,27.31,83.57,likes_people_better_than_dogs,high_trainability
Cane Corso,Female,9.7,26.36,94.13,likes_dogs_better_than_people,no_special_skills
Pug,Female,13.8,11.58,15.9,likes_people_better_than_dogs,no_special_skills
American Bulldog,Female,10.8,22.42,68.57,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Female,12.5,16.14,18.03,likes_people_better_than_dogs,no_special_skills
Chihuahua,Female,14.7,7.07,3.93,likes_dogs_better_than_people,barks_like_hell
American Bulldog,Male,10.9,23.63,82.92,likes_dogs_better_than_people,no_special_skills
Basset Hound,Male,12.1,13.71,44.66,likes_dogs_better_than_people,no_special_skills
Beagle,Female,10.3,13.88,24.17,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Male,11.8,16.49,17.1,likes_people_better_than_dogs,no_special_skills
American Bulldog,Female,11.0,22.79,70.66,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,13.2,25.95,67.3,likes_dogs_better_than_people,high_trainability
Plott Hound,Female,12.8,21.85,50.57,likes_nobody,no_special_skills
Boston Terrier,Female,11.8,15.93,22.78,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Male,11.4,14.83,27.44,likes_everybody,no_special_skills
Boxer,Male,11.7,24.02,71.97,likes_people_better_than_dogs,no_special_skills
Giant Schnauzer,Male,12.9,26.52,63.41,likes_dogs_better_than_people,high_trainability
Doberman Pinscher,Female,11.4,26.76,75.14,likes_people_better_than_dogs,high_trainability
Greyhound,Male,11.8,28.79,65.43,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Male,14.7,24.73,70.93,likes_dogs_better_than_people,high_trainability
Cane Corso,Female,10.8,25.66,93.36,likes_dogs_better_than_people,no_special_skills
Beagle,Male,11.3,14.95,17.7,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,10.3,25.91,96.34,likes_dogs_better_than_people,no_special_skills
Pug,Female,14.0,11.5,16.3,likes_people_better_than_dogs,no_special_skills
Great Dane,Male,8.7,30.83,161.21,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,13.2,20.49,43.62,likes_people_better_than_dogs,high_trainability
Rottweiler,Male,9.4,26.16,118.1,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Male,11.6,25.8,85.0,likes_people_better_than_dogs,no_special_skills
American Bulldog,Male,10.2,24.85,82.91,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.4,12.18,24.09,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,13.7,20.56,52.65,likes_people_better_than_dogs,high_trainability
Great Dane,Female,8.5,31.06,129.48,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,12.8,22.71,43.97,likes_nobody,no_special_skills
Boxer,Male,10.9,23.16,79.05,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Female,11.8,15.41,22.3,likes_everybody,no_special_skills
Boston Terrier,Male,12.1,16.1,17.96,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Female,11.7,14.84,22.35,likes_everybody,no_special_skills
Greyhound,Female,11.9,28.88,61.78,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,10.7,23.42,69.39,likes_everybody,high_trainability
Belgian Malinois,Male,14.5,25.5,69.51,likes_dogs_better_than_people,high_trainability
Bloodhound,Female,11.2,25.84,93.36,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Female,11.0,26.46,99.02,likes_dogs_better_than_people,no_special_skills
Pug,Male,14.4,11.78,17.73,likes_people_better_than_dogs,no_special_skills
Bloodhound,Female,11.3,25.25,90.94,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Female,11.0,26.38,86.75,likes_dogs_better_than_people,barks_like_hell
Doberman Pinscher,Male,11.3,26.13,100.63,likes_people_better_than_dogs,high_trainability
American Bulldog,Male,11.1,23.13,85.29,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,13.4,21.21,56.86,likes_people_better_than_dogs,high_trainability
Plott Hound,Male,13.3,21.64,58.51,likes_nobody,no_special_skills
Cocker Spaniel,Male,11.2,14.84,28.37,likes_everybody,no_special_skills
